"followee","screen_name","name","timezone","description","category","country","count","rank"
44994215,"Lufthansa_USA","Lufthansa USA","Eastern Time (US & Canada)","Welcome to the official Lufthansa account for the US! https://t.co/bgi9PfSMN3 Request a response: https://t.co/fmhf6rQuR8","airline","Papua New Guinea",3,71
45621423,"EtihadAirways","Etihad Airways","Abu Dhabi","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline","Republic of the Congo",3,7
45621423,"EtihadAirways","Etihad Airways","Abu Dhabi","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline","Samoa",3,6
49573859,"iamwill","i.am+","Pacific Time (US & Canada)","#WHEREStheLOVE August 31st.","person","Cape Verde",3,52
50393960,"BillGates","Bill Gates","Pacific Time (US & Canada)","Sharing things I'm learning through my foundation work and other interests...","person","Uganda",3,14
51241574,"AP","The Associated Press","Eastern Time (US & Canada)","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news","Papua New Guinea",3,72
54149214,"flyPAL","Philippine Airlines","Hong Kong","This is the OFFICIAL twitter site of Philippine Airlines.","","Papua New Guinea",3,73
54904679,"AirCanada","Air Canada","Eastern Time (US & Canada)","News & more. For fare discounts & special offers follow @ACFlightOffers. | Nouvelles et plus. Pour nos offres spéciales suivez @ACFlightOffers.","airline","Qatar",3,24
56377143,"KLM","Royal Dutch Airlines","Amsterdam","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline","Papua New Guinea",3,74
60865434,"KAKA","Kaka","Brasilia","https://t.co/6tgzPaNfFt","person","Bosnia and Herzegovina",3,94
63253045,"MonsterEnergy","Monster Energy","Pacific Time (US & Canada)","#UnleashTheBeast https://t.co/qgChRebwPI https://t.co/ul5xeAYPNW 
https://t.co/8TIgfASmRx
https://t.co/onacwQzm8B","","Bosnia and Herzegovina",3,95
64643056,"RT_com","RT","Moscow","RT, the global news network, broadcasts from Moscow, London and Washington studios to over 100 countries.","news","Qatar",3,25
69231187,"UNHumanRights","UN Human Rights","Paris","The United Nations #HumanRights office is led by High Commissioner #Zeid","other","Papua New Guinea",3,75
74286565,"Microsoft","Microsoft","Pacific Time (US & Canada)","The official Twitter page for Microsoft consumer products and your source for major announcements and events.","brand","Bosnia and Herzegovina",3,96
74580436,"AppleMusic","Apple Music","Pacific Time (US & Canada)","All the ways you love music. All in one place.","brand","Bosnia and Herzegovina",3,97
74594552,"AppStore","App Store","Pacific Time (US & Canada)","","brand","Bosnia and Herzegovina",3,98
85603854,"JLo","Jennifer Lopez","Pacific Time (US & Canada)","New Single #LoveMakeTheWorldGoRound out Now! #ShadesOfBlue On NBC, https://t.co/Vr9yBT9OHp","person","Cape Verde",3,53
85603854,"JLo","Jennifer Lopez","Pacific Time (US & Canada)","New Single #LoveMakeTheWorldGoRound out Now! #ShadesOfBlue On NBC, https://t.co/Vr9yBT9OHp","person","Papua New Guinea",3,76
87818409,"guardian","The Guardian","London","Top stories, special features, live blogs and more","news","Qatar",3,26
90420314,"ActuallyNPH","Neil Patrick Harris","Pacific Time (US & Canada)","I dig variety acts, Pixar, puppets, prestidigitation, immersive theatre, game shows, theme parks, my family and great meals. Not necessarily in that order.","person","Bosnia and Herzegovina",3,99
91478624,"Forbes","Forbes","Eastern Time (US & Canada)","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel","Bosnia and Herzegovina",3,100
91478624,"Forbes","Forbes","Eastern Time (US & Canada)","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel","Uganda",3,15
97865628,"FarOutAkhtar","Farhan Akhtar","New Delhi","Writer. Director. Actor. Singer/Songwriter. Founder- @MardOfficial Initiative | @UN_Women Goodwill Ambassador(South Asia)","person","Qatar",3,27
100220864,"BrunoMars","Bruno Mars","Pacific Time (US & Canada)","","person","Papua New Guinea",3,77
101311381,"iamsrk","Shah Rukh Khan","Alaska","","person","Qatar",3,28
106062176,"airfrance","Air France","Paris","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline","Qatar",3,29
116424578,"QF","Qatar Foundation","Riyadh","نبني مستقبلاً من خلال التعليم، البحوث وتنمية المجتمع Building a future through education, research and community development","brand","Qatar",3,30
124476322,"lufthansa","Lufthansa","Bern","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline","Qatar",3,31
133880286,"LeoDiCaprio","Leonardo DiCaprio","Pacific Time (US & Canada)","Actor and Environmentalist","person","Cape Verde",3,54
133880286,"LeoDiCaprio","Leonardo DiCaprio","Pacific Time (US & Canada)","Actor and Environmentalist","person","Papua New Guinea",3,78
145125358,"SrBachchan","Amitabh Bachchan","Mumbai","Actor ... well at least some are STILL saying so !!","person","Qatar",3,32
146832501,"SenRehmanMalik","Senator Rehman Malik","Karachi","Pres PPP Overseas,Chmn senate St comt Int,Ex Interior Minister/Adv Narcotics,Ex.Chmn SARAC Mins,Meb CECPPP,Ex DG FIA,Sitara-i-Shujaat Gallantry,Nishan-i-Imtiaz.","","Qatar",3,33
180505807,"instagram","Instagram","Pacific Time (US & Canada)","Discovering — and telling — stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel","Papua New Guinea",3,79
218730857,"Qantas","Qantas","Sydney","The official Qantas Twitter page to share information & get feedback. We’re online 24 hours a day, 7 days a week.","airline","Qatar",3,34
821045162,"emirates","Emirates airline","Abu Dhabi","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline","Papua New Guinea",3,80
821045162,"emirates","Emirates airline","Abu Dhabi","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline","Qatar",3,35
821045162,"emirates","Emirates airline","Abu Dhabi","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline","Republic of the Congo",3,8
1093090866,"FLOTUS","The First Lady","Eastern Time (US & Canada)","This account is run by the Office of First Lady Michelle Obama. Tweets from the First Lady are signed –mo. Tweets may be archived. More at https://t.co/eVVzoBb3Zr","person","Cape Verde",3,55
1339835893,"HillaryClinton","Hillary Clinton","Eastern Time (US & Canada)","Wife, mom, grandma, women+kids advocate, FLOTUS, Senator, SecState, hair icon, pantsuit aficionado, 2016 presidential candidate. Tweets from Hillary signed –H","person","Papua New Guinea",3,81
1514068152,"AirportWebcams","Airport Webcams","Casablanca","The largest & most up-to-date database of LIVE Airport Webcams worldwide. Now more than 1,500 online. Exclusive FREE software for multiple viewing.","","Cape Verde",3,56
30973,"Starbucks","Starbucks Coffee","Pacific Time (US & Canada)","Inspiring and nurturing the human spirit—one person, one cup, one neighborhood at a time.","brand","Cape Verde",2,57
30973,"Starbucks","Starbucks Coffee","Pacific Time (US & Canada)","Inspiring and nurturing the human spirit—one person, one cup, one neighborhood at a time.","brand","Papua New Guinea",2,82
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Republic of the Congo",2,9
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Samoa",2,7
612473,"BBCNews","BBC News (UK)","London","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news","Papua New Guinea",2,83
612473,"BBCNews","BBC News (UK)","London","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news","Qatar",2,36
612473,"BBCNews","BBC News (UK)","London","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news","Republic of the Congo",2,10
612473,"BBCNews","BBC News (UK)","London","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news","Uganda",2,16
624413,"MarketWatch","MarketWatch","Eastern Time (US & Canada)","News, personal finance & commentary from MarketWatch. Tweets by @SAFmedia, @jessmarmor, @slangwise.","channel","Samoa",2,8
742143,"BBCWorld","BBC News (World)","London","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news","Papua New Guinea",2,84
742143,"BBCWorld","BBC News (World)","London","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news","Samoa",2,9
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Cape Verde",2,58
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Marshall Islands",2,1
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Republic of the Congo",2,11
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Uganda",2,17
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Qatar",2,37
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Marshall Islands",2,2
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Republic of the Congo",2,12
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Uganda",2,18
788524,"guardiannews","Guardian news","London","The latest stories from the @guardian's news desks.","news","Papua New Guinea",2,85
788524,"guardiannews","Guardian news","London","The latest stories from the @guardian's news desks.","news","Qatar",2,38
788524,"guardiannews","Guardian news","London","The latest stories from the @guardian's news desks.","news","Samoa",2,10
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Marshall Islands",2,3
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Republic of the Congo",2,13
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Samoa",2,11
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Northern Ireland",2,1
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Papua New Guinea",2,86
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Republic of the Congo",2,14
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Samoa",2,12
